experimentName	iterationName	gameid	time	role	rule_idx	rule_name	rule_file_name	round_num	text	reactionTime	eventType	messageType	uttClass
mp-game-6	pilot	7428-0ee96d24-33b7-4933-81a3-c3d11c92dc5f	1550000000000.0	student	26	flowers with purple petals or thorns	flowers_purple_petals_or_thorns	1	Are they all fish again?	4.104	chatMessage	F	?
mp-game-6	pilot	7428-0ee96d24-33b7-4933-81a3-c3d11c92dc5f	1550000000000.0	explorer	26	flowers with purple petals or thorns	flowers_purple_petals_or_thorns	1	No, its flower with sharp edge branch	55.977	chatMessage	F	G
mp-game-6	pilot	7428-0ee96d24-33b7-4933-81a3-c3d11c92dc5f	1550000000000.0	student	26	flowers with purple petals or thorns	flowers_purple_petals_or_thorns	1	sharp edge branch, any particular color?	9.025	chatMessage	F	?
mp-game-6	pilot	7428-0ee96d24-33b7-4933-81a3-c3d11c92dc5f	1550000000000.0	explorer	26	flowers with purple petals or thorns	flowers_purple_petals_or_thorns	1	No color is mention 	24.21	chatMessage	F	G
mp-game-6	pilot	7428-0ee96d24-33b7-4933-81a3-c3d11c92dc5f	1550000000000.0	student	26	flowers with purple petals or thorns	flowers_purple_petals_or_thorns	1	Any other info on them?	11.211	chatMessage	F	?
mp-game-6	pilot	7428-0ee96d24-33b7-4933-81a3-c3d11c92dc5f	1550000000000.0	explorer	26	flowers with purple petals or thorns	flowers_purple_petals_or_thorns	1	its a flower with sharp edge branches and some tales that's all	72.971	chatMessage	F	G
mp-game-6	pilot	7428-0ee96d24-33b7-4933-81a3-c3d11c92dc5f	1550000000000.0	student	26	flowers with purple petals or thorns	flowers_purple_petals_or_thorns	1	OK, hitting continue.	7.527	chatMessage	M	A
mp-game-6	pilot	7428-0ee96d24-33b7-4933-81a3-c3d11c92dc5f	1550000000000.0	student	16	trees with orange trunks and berries	trees_orange_trunks_berries	3	ok, which one is next?	244.754	chatMessage	F	?
mp-game-6	pilot	7428-0ee96d24-33b7-4933-81a3-c3d11c92dc5f	1550000000000.0	explorer	16	trees with orange trunks and berries	trees_orange_trunks_berries	3	Its an tree you have to select only orange structure with multi color leaves	71.23100000000002	chatMessage	F	Q
mp-game-6	pilot	7428-0ee96d24-33b7-4933-81a3-c3d11c92dc5f	1550000000000.0	student	16	trees with orange trunks and berries	trees_orange_trunks_berries	3	ok. Anything else?	18.833	chatMessage	F	?
mp-game-6	pilot	7428-0ee96d24-33b7-4933-81a3-c3d11c92dc5f	1550000000000.0	explorer	16	trees with orange trunks and berries	trees_orange_trunks_berries	3	No only select the orange wood structure but the leaf color is differ	42.769	chatMessage	F	Q
mp-game-6	pilot	7428-0ee96d24-33b7-4933-81a3-c3d11c92dc5f	1550000000000.0	student	46	bugs with (antennae or wings) and purple bodies	bugs_antennae_or_wings_purple_bodies	4	I feel there's some trickery on the part of the people running this study... I hit what you said each time.  Oh well. What's the next one?	226.344	chatMessage	M	?
mp-game-6	pilot	7428-0ee96d24-33b7-4933-81a3-c3d11c92dc5f	1550000000000.0	explorer	46	bugs with (antennae or wings) and purple bodies	bugs_antennae_or_wings_purple_bodies	4	select the butterfly if any part of the body in violet color 	55.115	chatMessage	I	C
mp-game-6	pilot	7428-0ee96d24-33b7-4933-81a3-c3d11c92dc5f	1550000000000.0	explorer	46	bugs with (antennae or wings) and purple bodies	bugs_antennae_or_wings_purple_bodies	4	don't select orange and white 	14.236	chatMessage	I	I
mp-game-6	pilot	7428-0ee96d24-33b7-4933-81a3-c3d11c92dc5f	1550000000000.0	explorer	46	bugs with (antennae or wings) and purple bodies	bugs_antennae_or_wings_purple_bodies	4	yes i also think something is wrong	20.979	chatMessage	M	
mp-game-6	pilot	7428-0ee96d24-33b7-4933-81a3-c3d11c92dc5f	1550000000000.0	student	46	bugs with (antennae or wings) and purple bodies	bugs_antennae_or_wings_purple_bodies	4	Any part of body is violet. OK. Think this is our last one. Have a nice day!	51.01300000000001	chatMessage	F	Q
mp-game-6	pilot	7428-0ee96d24-33b7-4933-81a3-c3d11c92dc5f	1550000000000.0	explorer	46	bugs with (antennae or wings) and purple bodies	bugs_antennae_or_wings_purple_bodies	4	Nice day my friend 	13.44	chatMessage	M	
mp-game-6	pilot	7297-6cd9e8b9-29bb-432d-8128-d9dca1b8f01d	1550000000000.0	explorer	49	birds with (white crests or orange wings) and tails	birds_white_crests_or_orange_wings_tails	0	Luzaks must have tail feathers, those without are not Luzaks.	28.493	chatMessage	I	G
mp-game-6	pilot	7297-6cd9e8b9-29bb-432d-8128-d9dca1b8f01d	1550000000000.0	explorer	49	birds with (white crests or orange wings) and tails	birds_white_crests_or_orange_wings_tails	0	Sometimes they have head feathers.	9.279	chatMessage	I	Q
mp-game-6	pilot	7297-6cd9e8b9-29bb-432d-8128-d9dca1b8f01d	1550000000000.0	explorer	49	birds with (white crests or orange wings) and tails	birds_white_crests_or_orange_wings_tails	0	Usually their wing colors match their tail colors. 	18.778	chatMessage	I	P
mp-game-6	pilot	7297-6cd9e8b9-29bb-432d-8128-d9dca1b8f01d	1550000000000.0	explorer	19	flowers with orange petals and purple centers	flowers_orange_petals_purple_centers	2	They have a purple dot in the middle of the flower head	8.701	chatMessage	I	G
mp-game-6	pilot	7297-6cd9e8b9-29bb-432d-8128-d9dca1b8f01d	1550000000000.0	explorer	19	flowers with orange petals and purple centers	flowers_orange_petals_purple_centers	2	The petals must be orange	8.401	chatMessage	I	G
mp-game-6	pilot	7297-6cd9e8b9-29bb-432d-8128-d9dca1b8f01d	1550000000000.0	explorer	19	flowers with orange petals and purple centers	flowers_orange_petals_purple_centers	2	A vice versa	3.505	chatMessage	I	O
mp-game-6	pilot	7297-6cd9e8b9-29bb-432d-8128-d9dca1b8f01d	1550000000000.0	explorer	9	trees without leaves	trees_without_leaves	3	trees with no flowers	5.4110000000000005	chatMessage	I	G
mp-game-6	pilot	7297-6cd9e8b9-29bb-432d-8128-d9dca1b8f01d	1550000000000.0	explorer	9	trees without leaves	trees_without_leaves	3	Purple with any color balls	5.854	chatMessage	I	G
mp-game-6	pilot	7297-6cd9e8b9-29bb-432d-8128-d9dca1b8f01d	1550000000000.0	explorer	9	trees without leaves	trees_without_leaves	3	Blue with any color balls	6.768	chatMessage	I	G
mp-game-6	pilot	7297-6cd9e8b9-29bb-432d-8128-d9dca1b8f01d	1550000000000.0	explorer	9	trees without leaves	trees_without_leaves	3	No white trees	6.148	chatMessage	I	G
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	explorer	26	flowers with purple petals or thorns	flowers_purple_petals_or_thorns	0	hi	1.955	chatMessage	S	
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	student	26	flowers with purple petals or thorns	flowers_purple_petals_or_thorns	0	hello	1.159	chatMessage	S	
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	student	26	flowers with purple petals or thorns	flowers_purple_petals_or_thorns	0	what can you tell me about the creature	17.677	chatMessage	F	?
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	explorer	26	flowers with purple petals or thorns	flowers_purple_petals_or_thorns	0	if the creature have thorn it is kwep	25.332	chatMessage	F	C
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	student	26	flowers with purple petals or thorns	flowers_purple_petals_or_thorns	0	thorns ok	3.215	chatMessage	F	G
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	explorer	26	flowers with purple petals or thorns	flowers_purple_petals_or_thorns	0	bottom side	3.4130000000000003	chatMessage	F	G
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	student	26	flowers with purple petals or thorns	flowers_purple_petals_or_thorns	0	are the kweps big or small	7.775	chatMessage	F	G
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	explorer	26	flowers with purple petals or thorns	flowers_purple_petals_or_thorns	0	medium	1.897	chatMessage	F	O
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	student	26	flowers with purple petals or thorns	flowers_purple_petals_or_thorns	0	ok	0.8390000000000001	chatMessage	F	A
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	explorer	26	flowers with purple petals or thorns	flowers_purple_petals_or_thorns	0	there are a few type of flover	12.486	chatMessage	F	Q
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	explorer	26	flowers with purple petals or thorns	flowers_purple_petals_or_thorns	0	someone is big someone is small	11.639	chatMessage	F	Q
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	student	26	flowers with purple petals or thorns	flowers_purple_petals_or_thorns	0	what do they look like	4.622	chatMessage	F	?
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	explorer	26	flowers with purple petals or thorns	flowers_purple_petals_or_thorns	0	there are some kwep that has not thorns	29.739	chatMessage	F	Q
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	explorer	26	flowers with purple petals or thorns	flowers_purple_petals_or_thorns	0	they are like daisy	7.826	chatMessage	F	G
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	explorer	26	flowers with purple petals or thorns	flowers_purple_petals_or_thorns	0	and yo need horizontal thorns	24.875	chatMessage	F	?
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	student	26	flowers with purple petals or thorns	flowers_purple_petals_or_thorns	0	horizontal thorns?  for what?	10.12	chatMessage	F	?
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	explorer	26	flowers with purple petals or thorns	flowers_purple_petals_or_thorns	0	for kwep	6.207999999999998	chatMessage	F	O
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	student	26	flowers with purple petals or thorns	flowers_purple_petals_or_thorns	0	the kwep?	2.608	chatMessage	F	?
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	student	26	flowers with purple petals or thorns	flowers_purple_petals_or_thorns	0	ok	0.51	chatMessage	F	A
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	student	26	flowers with purple petals or thorns	flowers_purple_petals_or_thorns	0	thanks	1.271	chatMessage	M	
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	explorer	26	flowers with purple petals or thorns	flowers_purple_petals_or_thorns	0	i think you can start 	19.399	chatMessage	M	
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	student	26	flowers with purple petals or thorns	flowers_purple_petals_or_thorns	0	ok, will do, thank you	12.755999999999998	chatMessage	M	
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	student	36	fish with (orange bodies and purple stripes) or whiskers	fish_orange_bodies_purple_stripes_or_whiskers	1	hello	1.712	chatMessage	S	
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	explorer	36	fish with (orange bodies and purple stripes) or whiskers	fish_orange_bodies_purple_stripes_or_whiskers	1	hi 	2.7	chatMessage	S	
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	explorer	36	fish with (orange bodies and purple stripes) or whiskers	fish_orange_bodies_purple_stripes_or_whiskers	1	there are a lot of fishes	7.584	chatMessage	I	Q
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	student	36	fish with (orange bodies and purple stripes) or whiskers	fish_orange_bodies_purple_stripes_or_whiskers	1	are fish zorbs?	6.2360000000000015	chatMessage	F	?
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	explorer	36	fish with (orange bodies and purple stripes) or whiskers	fish_orange_bodies_purple_stripes_or_whiskers	1	if the fish have three thin mustache it is zorb	23.091	chatMessage	F	C
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	student	36	fish with (orange bodies and purple stripes) or whiskers	fish_orange_bodies_purple_stripes_or_whiskers	1	ok 	9.416	chatMessage	F	A
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	explorer	36	fish with (orange bodies and purple stripes) or whiskers	fish_orange_bodies_purple_stripes_or_whiskers	1	only one fish who is zorb has not mustache. the one is orange and has purple line and there something in its mouth	78.764	chatMessage	F	E
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	explorer	36	fish with (orange bodies and purple stripes) or whiskers	fish_orange_bodies_purple_stripes_or_whiskers	1	got it?	5.468	chatMessage	F	?
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	student	36	fish with (orange bodies and purple stripes) or whiskers	fish_orange_bodies_purple_stripes_or_whiskers	1	yes, thank you	2.4090000000000003	chatMessage	F	A
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	explorer	36	fish with (orange bodies and purple stripes) or whiskers	fish_orange_bodies_purple_stripes_or_whiskers	1	orange and purple lines	9.867	chatMessage	F	G
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	explorer	36	fish with (orange bodies and purple stripes) or whiskers	fish_orange_bodies_purple_stripes_or_whiskers	1	just one	1.996	chatMessage	F	N
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	student	36	fish with (orange bodies and purple stripes) or whiskers	fish_orange_bodies_purple_stripes_or_whiskers	1	ok	2.552	chatMessage	F	A
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	explorer	36	fish with (orange bodies and purple stripes) or whiskers	fish_orange_bodies_purple_stripes_or_whiskers	1	others have mustache	10.686	chatMessage	F	G
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	explorer	16	trees with orange trunks and berries	trees_orange_trunks_berries	2	lthere are trees	290.715	chatMessage	I	G
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	student	16	trees with orange trunks and berries	trees_orange_trunks_berries	2	hello	1.135	chatMessage	S	
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	explorer	16	trees with orange trunks and berries	trees_orange_trunks_berries	2	i could not spesific thing	12.828	chatMessage	I	O
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	student	16	trees with orange trunks and berries	trees_orange_trunks_berries	2	did they have flowers or leaves?	11.543	chatMessage	F	?
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	explorer	16	trees with orange trunks and berries	trees_orange_trunks_berries	2	but you can choe trees that have 2 leaves and 2 fruit at the bottom right 	33.269	chatMessage	F	I
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	student	16	trees with orange trunks and berries	trees_orange_trunks_berries	2	are there any that aren't oller?	7.167999999999998	chatMessage	F	?
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	explorer	16	trees with orange trunks and berries	trees_orange_trunks_berries	2	they are oller	3.695	chatMessage	F	G
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	student	16	trees with orange trunks and berries	trees_orange_trunks_berries	2	ok	0.534	chatMessage	F	A
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	explorer	46	bugs with (antennae or wings) and purple bodies	bugs_antennae_or_wings_purple_bodies	4	there are insect	5.4110000000000005	chatMessage	I	G
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	student	46	bugs with (antennae or wings) and purple bodies	bugs_antennae_or_wings_purple_bodies	4	ok	0.5770000000000001	chatMessage	F	A
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	explorer	46	bugs with (antennae or wings) and purple bodies	bugs_antennae_or_wings_purple_bodies	4	insect have feet straight feet and wing 	57.592	chatMessage	F	G
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	explorer	46	bugs with (antennae or wings) and purple bodies	bugs_antennae_or_wings_purple_bodies	4	or not straight feet and nor wing	13.759	chatMessage	F	G
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	student	46	bugs with (antennae or wings) and purple bodies	bugs_antennae_or_wings_purple_bodies	4	ok, so they either have both or none?	11.136	chatMessage	F	?
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	explorer	46	bugs with (antennae or wings) and purple bodies	bugs_antennae_or_wings_purple_bodies	4	yes	1.948	chatMessage	F	A
mp-game-6	pilot	6706-fb5fd993-075f-4b9e-bb25-4f1cc68fc8ac	1550000000000.0	student	46	bugs with (antennae or wings) and purple bodies	bugs_antennae_or_wings_purple_bodies	4	thank you	3.127	chatMessage	F	A
mp-game-6	pilot	5969-097b50a2-fe24-4f58-9dd7-075741df6fab	1550000000000.0	explorer	38	bugs with (purple legs and white heads) or orange wings	bugs_purple_legs_white_heads_or_orange_wings	1	orange wings should be clicked	12.966	chatMessage	I	I
mp-game-6	pilot	5969-097b50a2-fe24-4f58-9dd7-075741df6fab	1550000000000.0	student	38	bugs with (purple legs and white heads) or orange wings	bugs_purple_legs_white_heads_or_orange_wings	1	ok	1.128	chatMessage	F	A
mp-game-6	pilot	5969-097b50a2-fe24-4f58-9dd7-075741df6fab	1550000000000.0	student	38	bugs with (purple legs and white heads) or orange wings	bugs_purple_legs_white_heads_or_orange_wings	1	is that all?	3.2310000000000003	chatMessage	F	?
mp-game-6	pilot	5969-097b50a2-fe24-4f58-9dd7-075741df6fab	1550000000000.0	explorer	38	bugs with (purple legs and white heads) or orange wings	bugs_purple_legs_white_heads_or_orange_wings	1	yeah, that's the only tip i have	19.212	chatMessage	F	O
mp-game-6	pilot	5969-097b50a2-fe24-4f58-9dd7-075741df6fab	1550000000000.0	student	38	bugs with (purple legs and white heads) or orange wings	bugs_purple_legs_white_heads_or_orange_wings	1	ok	1.143	chatMessage	F	A
mp-game-6	pilot	5969-097b50a2-fe24-4f58-9dd7-075741df6fab	1550000000000.0	explorer	8	trees with purple berries	trees_purple_berries	4	green trunks and purple berries, not sure what else	15.712	chatMessage	I	G
mp-game-6	pilot	5969-097b50a2-fe24-4f58-9dd7-075741df6fab	1550000000000.0	student	8	trees with purple berries	trees_purple_berries	4	ok	1.496	chatMessage	F	A
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1550000000000.0	explorer	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	hi	0.562	chatMessage	S	
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1550000000000.0	student	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	hello	1.13	chatMessage	S	
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1550000000000.0	student	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	what did you learn about the creatures	7.802	chatMessage	S	
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1550000000000.0	explorer	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	ollers have purple leaves	6.792999999999998	chatMessage	I	G
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1550000000000.0	student	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	great	1.412	chatMessage	F	A
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1550000000000.0	student	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	what else did you learn	5.694	chatMessage	F	?
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1550000000000.0	explorer	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	it is great	1.827	chatMessage	F	O
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1550000000000.0	explorer	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	one time they showed a picture of a plant with purple leavrs, which is an oller, but it wasn't labeled, but below it, they showed the ezact same picture; it was labeled an oller. Ollers have purple leaves	42.594	chatMessage	F	E
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1550000000000.0	student	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	thank you	2.088	chatMessage	F	A
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1550000000000.0	explorer	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	one of th epictures might be a lie	6.956	chatMessage	F	N
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1550000000000.0	student	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	ok	0.6809999999999999	chatMessage	F	A
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1550000000000.0	explorer	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	you're okay with that?	7.314	chatMessage	M	?
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1550000000000.0	student	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	I am not ok with the lie...lol	6.877000000000002	chatMessage	M	
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1550000000000.0	student	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	I am just acknowledging what you said	12.927	chatMessage	M	
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1550000000000.0	explorer	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	ok	0.597	chatMessage	M	
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1550000000000.0	student	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	anything else I should know	7.773	chatMessage	M	
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1550000000000.0	explorer	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	no	0.79	chatMessage	M	
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1550000000000.0	student	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	should we proceed to the next page	10.586	chatMessage	M	
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1550000000000.0	explorer	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	i agree	1.489	chatMessage	M	
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1550000000000.0	student	17	trees with purple leaves and berries	trees_purple_leaves_berries	0	let's go	1.5	chatMessage	F	A
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1550000000000.0	student	27	flowers with orange stems or thorns	flowers_orange_stems_or_thorns	2	Hello	1.867	chatMessage	S	
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1550000000000.0	student	27	flowers with orange stems or thorns	flowers_orange_stems_or_thorns	2	what did you learn about kweps?	8.753	chatMessage	S	?
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1550000000000.0	explorer	27	flowers with orange stems or thorns	flowers_orange_stems_or_thorns	2	kweps have three curly doo-dads coming out of them. That's the majority of them. Also the ones with no doo-dads (curly) four thorns and are totally orange.	46.675	chatMessage	I	Q
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1550000000000.0	student	27	flowers with orange stems or thorns	flowers_orange_stems_or_thorns	2	are the doo-dads coming out of their head? body? or?	32.747	chatMessage	F	?
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1550000000000.0	explorer	27	flowers with orange stems or thorns	flowers_orange_stems_or_thorns	2	they're really bi and curly coming out of the central mass there should be 3 of them. they're curly	34.258	chatMessage	I	G
mp-game-6	pilot	0648-b678a26f-b204-4a2e-96f7-ee544884124a	1550000000000.0	explorer	27	flowers with orange stems or thorns	flowers_orange_stems_or_thorns	2	some are all orange and have four thorny things going across them	14.836	chatMessage	I	Q
